Name,Type,MotherName,FatherName,Sex,Gender,Sensory Radius,Move Speed,Hunger Speed,Thirst Speed,Grow Speed,Hunger Level,Thirst Level,Pregnancy,Diet,
f7,Herbivore,e7,e3,Male,0.74,84.08,40.83,2.51,2.43,2.23,0.56,0.35,0.77,0.33,
f9,Herbivore,e9,d1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
f3,Herbivore,e3,b8,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,1.49,0.21,
f1,Herbivore,e1,f1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
f1,Herbivore,e1,f9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
f9,Herbivore,e9,e3,Male,0.97,63.48,40.83,2.51,2.43,2.23,0.59,0.35,1.49,0.21,
c1,Herbivore,b1,b8,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
h1,Herbivore,g1,f3,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,1.49,0.21,
h9,Herbivore,g9,d1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,1.49,0.21,
d2,Herbivore,c2,b8,Male,0.97,63.48,40.83,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
e4,Herbivore,d4,e7,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
g7,Herbivore,f7,d1,Male,0.74,84.08,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
g9,Herbivore,f9,d1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
f1,Herbivore,e1,c5,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
e2,Herbivore,d2,a70,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
e3,Herbivore,d3,d4,Male,0.6,84.08,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,c1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
d3,Herbivore,c3,e3,Male,0.6,84.08,40.83,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,e7,Male,0.97,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
g1,Herbivore,f1,d1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
i1,Herbivore,h1,i9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
g9,Herbivore,f9,g9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
h7,Herbivore,g7,e2,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.28,0.77,0.09,
d7,Herbivore,c7,f1,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.56,0.35,1.52,0.33,
f1,Herbivore,e1,b4,Male,0.97,84.08,47.74,1.29,2.43,0.52,0.41,0.47,0.61,0.18,
e1,Herbivore,d1,g7,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.35,1.52,0.33,
h9,Herbivore,g9,d1,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.43,0.45,1.52,0.07,
e7,Herbivore,d7,f3,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.43,0.45,1.52,0.33,
d7,Herbivore,c7,i1,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.43,0.35,1.52,0.33,
e3,Herbivore,d3,c4,Male,0.97,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,d4,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.43,0.45,1.52,0.33,
e7,Herbivore,d7,d3,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
d1,Herbivore,c1,d2,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
d4,Herbivore,c4,c8,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.3,1.49,0.21,
d5,Herbivore,c5,d1,Male,0.78,84.08,47.74,1.29,2.43,1.7,0.56,0.35,1.52,0.33,
f1,Herbivore,e1,c8,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.3,1.49,0.21,
f7,Herbivore,e7,f3,Male,0.74,84.08,47.74,1.29,2.43,1.7,0.43,0.45,1.52,0.33,
d1,Herbivore,c1,e4,Male,0.97,84.08,47.74,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
g7,Herbivore,f7,c2,Male,0.74,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,b8,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.56,0.3,1.49,0.21,
f1,Herbivore,e1,f1,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.56,0.35,1.52,0.09,
f9,Herbivore,e9,d1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
d3,Herbivore,c3,d3,Male,0.97,84.7,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,f9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
f3,Herbivore,e3,d2,Male,0.97,84.7,40.83,1.32,1.64,2.23,0.43,0.28,0.77,0.09,
e3,Herbivore,d3,b6,Male,0.6,84.08,29.43,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
g7,Herbivore,f7,d4,Male,0.74,63.48,40.83,1.32,2.43,2.23,0.56,0.3,1.49,0.21,
f1,Herbivore,e1,i1,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.56,0.35,1.52,0.09,
e2,Herbivore,d2,h1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
f9,Herbivore,e9,g9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
h1,Herbivore,g1,c8,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.56,0.35,1.52,0.21,
d2,Herbivore,c2,c1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
g1,Herbivore,f1,f9,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.56,0.35,1.52,0.09,
h9,Herbivore,g9,e7,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
i1,Herbivore,h1,c5,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f9,Herbivore,e9,h1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.43,0.35,1.52,0.33,
d3,Herbivore,c3,e1,Male,0.6,84.08,29.43,2.51,2.31,2.2,0.65,0.7,1.52,0.07,
f7,Herbivore,e7,d4,Male,0.74,63.48,40.83,1.32,2.43,2.23,0.56,0.3,1.49,0.21,
e1,Herbivore,d1,g1,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
h9,Herbivore,g9,d4,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
e3,Herbivore,d3,e7,Male,0.6,63.48,40.83,1.32,2.43,2.23,0.56,0.3,1.49,0.21,
c1,Herbivore,b1,c1,Male,0.97,84.08,47.74,2.51,2.43,2.23,0.56,0.35,1.52,0.09,
f3,Herbivore,e3,d5,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.35,1.52,0.33,
f1,Herbivore,e1,f3,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.35,1.52,0.33,
d4,Herbivore,c4,d1,Male,0.75,84.7,40.83,1.32,1.64,1.7,0.56,0.35,1.52,0.33,
g7,Herbivore,f7,b8,Male,0.74,63.48,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
e7,Herbivore,d7,f3,Male,0.75,84.7,40.83,1.29,2.43,1.7,0.56,0.35,1.52,0.33,
f1,Herbivore,e1,d3,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.35,0.77,0.33,
e4,Herbivore,d4,f7,Male,0.75,84.7,40.83,1.32,1.64,1.7,0.56,0.3,1.49,0.21,
d5,Herbivore,c5,d3,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
g9,Herbivore,f9,d2,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
d7,Herbivore,c7,a70,Male,0.74,63.48,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
f9,Herbivore,e9,f1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,0.77,0.33,
c1,Herbivore,b1,h9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,0.77,0.33,
e3,Herbivore,d3,e4,Male,0.6,84.7,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
d2,Herbivore,c2,b8,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
d3,Herbivore,c3,e3,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.35,0.77,0.33,
f9,Herbivore,e9,f1,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,0.77,0.33,
f9,Herbivore,e9,e3,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
e2,Herbivore,d2,i1,Male,0.97,84.08,47.74,1.29,2.43,1.7,0.56,0.35,0.77,0.33,
f3,Herbivore,e3,e3,Male,0.97,84.08,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,f9,Male,0.6,84.7,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
e1,Herbivore,d1,f9,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,e7,Male,0.97,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
d4,Herbivore,c4,d1,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.35,0.77,0.33,
f7,Herbivore,e7,e7,Male,0.74,63.48,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
f1,Herbivore,e1,b8,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
h1,Herbivore,g1,e3,Male,0.97,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
e4,Herbivore,d4,f9,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
e7,Herbivore,d7,i9,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
h9,Herbivore,g9,d4,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
g1,Herbivore,f1,g7,Male,0.97,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
e3,Herbivore,d3,d3,Male,0.6,84.7,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,d5,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.3,0.77,0.33,
d1,Herbivore,c1,f1,Male,0.97,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
g7,Herbivore,f7,e4,Male,0.74,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
f9,Herbivore,e9,d3,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
f1,Herbivore,e1,e1,Male,0.97,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
d2,Herbivore,c2,d4,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
i1,Herbivore,h1,a46,Male,0.97,85.02,48.85,1.31,2,1.55,0.47,0.65,1.04,0.29,
d7,Herbivore,c7,c4,Male,0.74,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
f9,Herbivore,e9,f2,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
d5,Herbivore,c5,d3,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
e2,Herbivore,d2,d7,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,c1,Male,0.97,84.08,40.83,2.51,2.43,2.23,0.56,0.28,0.77,0.09,
d3,Herbivore,c3,e1,Male,0.97,84.08,40.83,2.51,2.43,1.55,0.47,0.65,1.04,0.29,
g9,Herbivore,f9,i1,Male,0.97,84.08,48.85,1.31,2,1.55,0.47,0.65,1.04,0.29,
f3,Herbivore,e3,f3,Male,0.97,84.08,40.83,2.51,2.43,1.55,0.47,0.65,1.04,0.29,
e4,Herbivore,d4,c4,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.33,
f9,Herbivore,e9,d8,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
f7,Herbivore,e7,d1,Male,0.74,84.7,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
e1,Herbivore,d1,d3,Male,0.97,85.02,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f1,Herbivore,e1,g9,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
d3,Herbivore,c3,f1,Male,0.97,85.02,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
f3,Herbivore,e3,d2,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d4,Herbivore,c4,h9,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
f9,Herbivore,e9,e3,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
c1,Herbivore,b1,g7,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
e7,Herbivore,d7,h9,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
f1,Herbivore,e1,d3,Male,0.97,85.02,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
g1,Herbivore,f1,e4,Male,0.97,85.02,40.83,2.51,2.43,0.52,0.43,0.45,1.52,0.33,
e3,Herbivore,d3,e7,Male,0.97,85.02,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.09,
d2,Herbivore,c2,c1,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
d1,Herbivore,c1,d4,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
f9,Herbivore,e9,e3,Male,0.6,84.08,47.74,1.4,2.5,0.52,0.41,0.47,1.52,0.33,
i1,Herbivore,h1,e7,Male,0.97,85.02,40.83,2.51,2.43,0.52,0.43,0.28,0.77,0.09,
e3,Herbivore,d3,c8,Male,0.97,85.02,43.67,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
g9,Herbivore,f9,c4,Male,0.6,84.08,47.74,1.4,2.43,2.23,0.56,0.35,1.52,0.09,
d7,Herbivore,c7,c4,Male,0.74,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
f9,Herbivore,e9,c4,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
d5,Herbivore,c5,c4,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.59,0.35,1.52,0.09,
e4,Herbivore,d4,f2,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
d4,Herbivore,c4,e1,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
f3,Herbivore,e3,d1,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.43,0.28,0.77,0.09,
d3,Herbivore,c3,d4,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
f1,Herbivore,e1,e7,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
e7,Herbivore,d7,e4,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
f9,Herbivore,e9,d1,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
e2,Herbivore,d2,c5,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f7,Herbivore,e7,c1,Male,0.74,84.7,47.74,1.29,2.43,2.23,0.56,0.35,1.52,0.09,
g7,Herbivore,f7,e2,Male,0.74,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
e1,Herbivore,d1,d4,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.56,0.35,0.77,0.09,
f1,Herbivore,e1,f1,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.35,0.77,0.09,
g1,Herbivore,f1,c4,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
f9,Herbivore,e9,c8,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
d2,Herbivore,c2,g7,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
c1,Herbivore,b1,c2,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.45,1.52,0.33,
e4,Herbivore,d4,h9,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
e3,Herbivore,d3,e3,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
d4,Herbivore,c4,g7,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d3,Herbivore,c3,e3,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
d3,Herbivore,c3,d3,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
f9,Herbivore,e9,h9,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.3,1.49,0.21,
i1,Herbivore,h1,e3,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
f3,Herbivore,e3,e3,Male,0.75,84.7,40.83,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
f7,Herbivore,e7,d2,Male,0.74,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,e3,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
f3,Herbivore,e3,g7,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f9,Herbivore,e9,f1,Male,0.75,84.7,47.74,1.29,2.43,2.23,0.56,0.45,1.52,0.33,
g9,Herbivore,f9,e3,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
d1,Herbivore,c1,e3,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
e2,Herbivore,d2,f9,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d5,Herbivore,c5,e3,Male,0.78,83.5,43.67,2.51,2.43,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,d1,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
e4,Herbivore,d4,g7,Male,0.75,84.7,40.83,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d2,Herbivore,c2,c1,Male,0.75,84.08,47.74,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
d3,Herbivore,c3,g9,Male,0.75,84.7,43.67,1.32,2.43,2.23,0.59,0.35,0.77,0.33,
g1,Herbivore,f1,g7,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.43,0.35,1.52,0.33,
c1,Herbivore,b1,c2,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,f7,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.35,1.52,0.33,
d4,Herbivore,c4,d7,Male,0.75,84.7,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f1,Herbivore,e1,f1,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.43,0.35,1.52,0.33,
f3,Herbivore,e3,g9,Male,0.75,84.7,43.67,1.32,2.43,2.23,0.59,0.35,0.77,0.33,
d7,Herbivore,c7,d8,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
e3,Herbivore,d3,f1,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,c1,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,d1,Male,0.75,84.7,43.67,1.32,2.43,2.23,0.59,0.35,1.52,0.33,
f9,Herbivore,e9,e7,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.09,
i1,Herbivore,h1,e4,Male,0.97,84.7,47.74,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
g9,Herbivore,f9,c4,Male,0.97,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.33,
e2,Herbivore,d2,d3,Male,0.75,84.08,47.74,1.29,2.43,2.23,0.59,0.35,0.77,0.33,
g7,Herbivore,f7,b8,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.56,0.28,0.77,0.21,
d5,Herbivore,c5,f1,Male,0.97,84.7,47.74,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
f9,Herbivore,e9,d8,Male,0.97,84.08,40.83,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
f7,Herbivore,e7,g1,Male,0.6,84.08,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d2,Herbivore,c2,e4,Male,0.75,84.08,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d1,Herbivore,c1,e3,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f1,Herbivore,e1,g7,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d4,Herbivore,c4,c2,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
g1,Herbivore,f1,d3,Male,0.97,84.7,47.74,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,g7,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,c1,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,g9,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,f3,Male,0.97,84.7,43.67,1.32,2.43,2.23,0.59,0.35,1.52,0.33,
f9,Herbivore,e9,f2,Male,0.97,84.7,43.67,1.32,2.43,2.23,0.59,0.35,1.52,0.33,
e3,Herbivore,d3,e4,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,g9,Male,0.75,84.7,43.67,1.32,2.43,2.23,0.59,0.35,1.52,0.33,
f1,Herbivore,e1,f1,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,d7,Male,0.75,84.7,43.67,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,f9,Male,0.75,84.7,43.67,1.32,2.43,2.23,0.59,0.3,1.49,0.19,
i1,Herbivore,h1,c1,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
d7,Herbivore,c7,c8,Male,0.6,53.33,40.83,2.51,2.43,2.23,0.56,0.3,1.49,0.21,
e2,Herbivore,d2,f1,Male,0.75,84.08,43.67,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d2,Herbivore,c2,e3,Male,0.75,84.08,43.67,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
f9,Herbivore,e9,d1,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,e4,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
g9,Herbivore,f9,a90,Male,0.97,84.7,47.74,1.29,2.43,2.23,0.43,0.19,1.75,0.32,
g7,Herbivore,f7,b6,Male,0.75,80.52,29.43,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
f9,Herbivore,e9,e4,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d4,Herbivore,c4,d3,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d5,Herbivore,c5,e1,Male,0.97,84.7,47.74,1.32,1.64,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,g7,Male,0.97,85.02,43.67,1.29,2.43,2.23,0.43,0.45,1.52,0.16,
f1,Herbivore,e1,d2,Male,0.97,84.7,47.74,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d1,Herbivore,c1,d3,Male,0.97,85.02,43.67,2.51,2.43,2.23,0.59,0.35,0.77,0.33,
d3,Herbivore,c3,d4,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,e3,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
f3,Herbivore,e3,i1,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,c5,Male,0.97,63.48,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
c1,Herbivore,b1,d7,Male,0.97,85.02,43.67,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
f9,Herbivore,e9,e3,Male,0.97,63.48,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d2,Herbivore,c2,f9,Male,0.97,63.48,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d7,Herbivore,c7,g9,Male,0.75,80.52,29.43,2.51,2.31,2.23,0.43,0.35,1.52,0.33,
i1,Herbivore,h1,d3,Male,0.97,84.7,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
e3,Herbivore,d3,e4,Male,0.97,63.48,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
g9,Herbivore,f9,d1,Male,0.97,85.02,43.67,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
g7,Herbivore,f7,e2,Male,0.97,63.48,43.67,1.32,1.64,2.23,0.43,0.35,1.52,0.33,
d4,Herbivore,c4,f9,Male,0.97,85.02,43.67,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
e2,Herbivore,d2,f9,Male,0.97,63.48,43.67,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
f9,Herbivore,e9,i1,Male,0.97,84.7,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
e4,Herbivore,d4,f9,Male,0.97,84.7,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
d5,Herbivore,c5,c1,Male,0.97,84.7,47.74,2.51,2.31,2.2,0.65,0.7,1.88,0.16,
f3,Herbivore,e3,e3,Male,0.97,63.48,43.67,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
c1,Herbivore,b1,e3,Male,0.97,85.02,43.67,2.51,2.31,2.2,0.43,0.45,1.52,0.33,
d3,Herbivore,c3,c1,Male,0.97,63.48,40.83,1.32,2.31,2.2,0.43,0.45,1.52,0.33,
g1,Herbivore,f1,e4,Male,0.97,84.7,40.83,1.32,2.43,2.23,0.43,0.45,1.52,0.33,
